#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
1065,When is first  event for the day for this CES persona,"SELECT time as first_event_time,COUNT(date) as cnt FROM(SELECT event_date as date,MIN(SUBSTRING(event_time,12,8)) as time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <='2023-04-30' GROUP BY date ORDER BY time) GROUP BY tm ORDER BY cnt DESC LIMIT 1","SELECT MIN(event_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event_time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1066,When is first  event for the day for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1067,When is first  event for the day for this TEST persona,"SELECT time as first_event_time,COUNT(date) as cnt FROM(SELECT event_date as date,MIN(SUBSTRING(event_time,12,8)) as time FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <='2023-04-30' GROUP BY date ORDER BY time) GROUP BY first_event_time ORDER BY cnt DESC LIMIT 1","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_name = 'TEST' """
1068,When is last  event for the day for this LES persona,"SELECT time as last_event_time,COUNT(date) as cnt FROM(SELECT event_date as date,MAX(SUBSTRING(event_time,12,8)) as time FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <='2023-04-30' GROUP BY date ORDER BY time) GROUP BY last_event_time ORDER BY cnt DESC LIMIT 1","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1069,When is last  event for the day for this CES persona,"SELECT time as last_event_time,COUNT(date) as cnt FROM(SELECT event_date as date,MAX(SUBSTRING(event_time,12,8)) as time FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <='2023-04-30' GROUP BY date ORDER BY time) GROUP BY last_event_time ORDER BY cnt DESC LIMIT 1","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_name='CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1070,When is last  event for the day for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1071,When is last  event for the day for this TEST persona,"SELECT time AS last_event_time, COUNT(date) AS cnt FROM (SELECT event_date AS date, MAX(SUBSTRING(event_time,12,8)) AS time FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY date ORDER BY time) GROUP BY last_event_time ORDER BY cnt DESC LIMIT 1","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE persona_id='TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MAX(activity_instance_original_end_time) FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND persona_id='TEST' """
1072,How many cases are we likely to close this week in this LES persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1073,How many cases are we likely to close this week in this CES persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1074,How many cases are we likely to close this week in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1075,How many cases are we likely to close this week in this TEST persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1076,Which participant will work on the highest count of case this week for this LES persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1077,Which participant will work on the highest count of case this week for this CES persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1078,Which participant will work on the highest count of case this week for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1079,Which participant will work on the highest count of case this week for this TEST persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1080,what is the average count of users on leave for this LES persona,"SELECT SUM(30-active_days)/30 AS avg_user_on_leave FROM (SELECT participant_name as participant,COUNT(DISTINCT event_date) AS active_days FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant ORDER BY active_days) LIMIT 1","SELECT AVG(leave_count) FROM (SELECT COUNT(DISTINCT case_id_value) AS leave_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type = 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND activity_abstraction = 'Leave' GROUP BY participant_name, event_date) AS leave_counts ""","SELECT AVG(leave_count) FROM (SELECT COUNT(DISTINCT case_id_value) AS leave_count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type = 0 AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND activity_abstraction = 'Leave' GROUP BY participant_name, event_date) AS leave_counts ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND active_time = 0 AND idle_time > 0 GROUP BY event_date) AS leave_count ""","SELECT AVG(user_count) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND activity != 'Session_switch' """
1081,what is the average count of users on leave for this CES persona,"SELECT SUM(30-active_days)/30 AS avg_user_on_leave FROM (SELECT participant_name as participant,COUNT(DISTINCT event_date) AS active_days FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant ORDER BY active_days) LIMIT 1","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND active_time = 0 GROUP BY event_date) AS leave_count ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND active_time = 0 GROUP BY event_date) subquery ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND active_time = 0 GROUP BY event_date, persona_name) AS subquery ""","SELECT AVG(count) FROM (SELECT COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND active_time = 0 GROUP BY participant_name) subquery """
1082,what is the average count of users on leave for this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1083,what is the average count of users on leave for this TEST persona,"SELECT SUM(30-active_days)/30 AS avg_user_on_leave FROM (SELECT participant_name as participant,COUNT(DISTINCT event_date) AS active_days FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY participant ORDER BY active_days) LIMIT 1","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND activity_discovered_name != 'Session Switch' GROUP BY event_date) AS leave_count ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type = 0 AND activity_discovered_name = 'Leave' GROUP BY event_date) AS leave_count ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 AND activity_abstraction != 'Session_switch' GROUP BY event_date) AS leave_count ""","SELECT AVG(count) FROM (SELECT COUNT(DISTINCT participant_name) AS count FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND activity_abstraction = 'Leave' GROUP BY event_date) sub """
1084,Which hour of the day for this participant CAAJE most productive,"SELECT SUBSTRING(event_time,12,2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time DESC LIMIT 1","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 """
1085,Which hour of the day for this participant BAB16 most productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time DESC LIMIT 1","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name='BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY total_active_time DESC LIMIT 1 """
1086,Which hour of the day for this participant G8C19 most productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time DESC LIMIT 1","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY active_time DESC LIMIT 1 """
1087,Which hour of the day for this participant GUP22 most productive,"SELECT SUBSTRING(event_time,12,2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY SUBSTRING(event_time,12,2) ORDER BY productive_time DESC LIMIT 1","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name='GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 """
1088,Which hour of the day for this participant gig19 most productive,"SELECT SUBSTRING(event_time, 12, 2) as hour, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY SUBSTRING(event_time, 12, 2) ORDER BY total_active_time DESC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT DATE_TRUNC('hour', event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productivity DESC LIMIT 1 """
1089,Which hour of the day for this participant BKA20 most productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY total_active_time DESC LIMIT 1","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY total_active_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productive_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY productivity DESC LIMIT 1 """
1090,Which hour of the day for this participant CAAJE least productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY total_active_time ASC LIMIT 1","SELECT HOUR(event_date) AS hour, AVG(idle_time) AS avg_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY avg_idle_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, AVG(idle_time) AS avg_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY avg_idle_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, AVG(idle_time) AS avg_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY avg_idle_time DESC LIMIT 1 ""","SELECT HOUR(event_date) AS hour, AVG(idle_time) AS avg_idle_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_date) ORDER BY AVG(idle_time) DESC LIMIT 1 """
1091,Which hour of the day for this participant BAB16 least productive,"SELECT SUBSTRING(event_time,12,2) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY SUBSTRING(event_time,12,2) ORDER BY productivity ASC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name='BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 """
1092,Which hour of the day for this participant G8C19 least productive,"SELECT SUBSTRING(event_time, 12, 2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 ""","SELECT DATE_FORMAT(event_time, 'H') AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1 """
1093,Which hour of the day for this participant GUP22 least productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productivity LIMIT 1 """
1094,Which hour of the day for this participant gig19 least productive,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND participant_name = 'gig19' GROUP BY hour ORDER BY productivity ASC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY productive_time ASC LIMIT 1 """
1095,Which hour of the day for this participant BKA20 least productive,"SELECT SUBSTRING(event_time, 12, 2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 ""","SELECT HOUR(event_time) AS hour, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY HOUR(event_time) ORDER BY total_active_time ASC LIMIT 1 """
