#,Scope,Type,Question,deprecated,Single Interpretation,correct_query,lamini_answers,Comments,"final result - (correct_query,lamini_answers)","Reason - (correct_query,lamini_answers)"
1092,participant,Descriptive,Which hour of the day for this participant G8C19 least productive,no,yes,"SELECT SUBSTRING(event_time, 12, 2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","""SELECT strftime('%H', event_time) as hour, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'G8C19' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY hour  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1093,participant,Descriptive,Which hour of the day for this participant GUP22 least productive,no,yes,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","""SELECT strftime('%H', event_time) as hour, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'GUP22' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY hour  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1094,participant,Descriptive,Which hour of the day for this participant gig19 least productive,no,yes,"SELECT SUBSTRING(event_time, 12, 2) AS hour, SUM(active_time) AS productivity FROM unum_askskan.events_delta_tb WHERE event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND participant_name = 'gig19' GROUP BY hour ORDER BY productivity ASC LIMIT 1","""SELECT strftime('%H', event_time) as hour, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'gig19' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY hour  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1095,participant,Descriptive,Which hour of the day for this participant BKA20 least productive,no,yes,"SELECT SUBSTRING(event_time, 12, 2) as hour, SUM(active_time) as productive_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY hour ORDER BY productive_time ASC LIMIT 1","""SELECT strftime('%H', event_time) as hour, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'BKA20' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY hour  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1096,participant,Descriptive,Which day of the week for this participant CAAJE least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'CAAJE' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1097,participant,Descriptive,Which day of the week for this participant BAB16 least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'BAB16' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1098,participant,Descriptive,Which day of the week for this participant G8C19 least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'G8C19' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1099,participant,Descriptive,Which day of the week for this participant GUP22 least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'GUP22' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1100,participant,Descriptive,Which day of the week for this participant gig19 least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'gig19' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1101,participant,Descriptive,Which day of the week for this participant BKA20 least productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') as day_of_week, SUM(active_time) as total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time ASC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'BKA20' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time ASC  LIMIT 1  """,,not_evaluated,not_evaluated
1102,participant,Descriptive,Which day of the week for this participant CAAJE most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'CAAJE' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time  FROM events  WHERE participant_name = 'CAAJE' AND strftime('%Y-%m', event_time) = '2023-04'  GROUP BY day_of_week  ORDER BY total_active_time DESC  LIMIT 1  """,,not_evaluated,not_evaluated
1103,participant,Descriptive,Which day of the week for this participant BAB16 most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BAB16' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time   FROM events   WHERE participant_name = 'BAB16' AND strftime('%Y-%m', event_time) = '2023-04'   GROUP BY day_of_week   ORDER BY total_active_time DESC   LIMIT 1  """,,not_evaluated,not_evaluated
1104,participant,Descriptive,Which day of the week for this participant G8C19 most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'G8C19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time   FROM events   WHERE participant_name = 'G8C19' AND strftime('%Y-%m', event_time) = '2023-04'   GROUP BY day_of_week   ORDER BY total_active_time DESC   LIMIT 1  """,,not_evaluated,not_evaluated
1105,participant,Descriptive,Which day of the week for this participant GUP22 most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'GUP22' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time   FROM events   WHERE participant_name = 'GUP22' AND strftime('%Y-%m', event_time) = '2023-04'   GROUP BY day_of_week   ORDER BY total_active_time DESC   LIMIT 1  """,,not_evaluated,not_evaluated
1106,participant,Descriptive,Which day of the week for this participant gig19 most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'gig19' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time   FROM events   WHERE participant_name = 'gig19' AND strftime('%Y-%m', event_time) = '2023-04'   GROUP BY day_of_week   ORDER BY total_active_time DESC   LIMIT 1  """,,not_evaluated,not_evaluated
1107,participant,Descriptive,Which day of the week for this participant BKA20 most productive,no,yes,"SELECT DATE_FORMAT(event_date, 'EEEE') AS day_of_week, SUM(active_time) AS total_active_time FROM unum_askskan.events_delta_tb WHERE participant_name = 'BKA20' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY day_of_week ORDER BY total_active_time DESC LIMIT 1","""SELECT strftime('%w', event_time) as day_of_week, SUM(active_time) as total_active_time   FROM events   WHERE participant_name = 'BKA20' AND strftime('%Y-%m', event_time) = '2023-04'   GROUP BY day_of_week   ORDER BY total_active_time DESC   LIMIT 1  """,,not_evaluated,not_evaluated
